repo,dependency_file,affected_test_file,bypass_method,commit_hash,commit_date,commit_author,commit_message,total_commits_to_file,description
matplotlib,lib/matplotlib/mpl-data/stylelib/bmh.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,bb2964987d019b8340482fed2ef4e35e914e78c3,2014-07-05T14:24:48-04:00,Cameron Davidson-Pilon,Create bmh.mplstyle,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,bb2964987d019b8340482fed2ef4e35e914e78c3,2014-07-05T14:24:48-04:00,Cameron Davidson-Pilon,Create bmh.mplstyle,5,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,90d66dbbdb35c48315662a71d644e6a886c36bc5,2014-07-05T14:10:36-04:00,Cameron Davidson-Pilon,Create 538.mplstyle,5,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),e6a4e1e282a1f36dd44769fc29f5520ea73282fa,2014-05-06T13:56:47-04:00,Federico Ariza,example working with Tk,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),50567298326effe8ae3ae72a5a1d27988d374629,2014-05-06T12:22:28-04:00,Federico Ariza,tk backend,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/bmh.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,94d044e5fb453b54fd89cabc8a5387cae589766e,2014-01-04T12:58:30-08:00,Olga Botvinnik,Added rcParams for removing specific spines,4,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),cb6e75cd4b12ef2c347718df779e3828e7da7ba1,2013-12-26T20:03:15-08:00,cgohlke,Fix Tk keyboard modifier masks on Windows,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),a6fbc7fa90b09d0abac83b97ae36553727620f61,2013-12-13T22:12:36-06:00,Thomas A Caswell,added try block in backend_tkagg.py,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/tests/baseline_images/test_axes/bxp_horizontal.png,lib/matplotlib/tests/test_axes.py,image comparison (runtime file read),eed0ce0593e7b3ace4c341cee62b7b6ad2a34943,2013-11-28T21:52:11-08:00,Paul Hobson,REF/TST: split up boxplot function into a calculator (cbook.boxplot_stats) and a drawer (axes.bxp). Existing function now relies on these two functions.,6,Baseline image for visual comparison
matplotlib,lib/matplotlib/tests/baseline_images/test_axes/bxp_horizontal.png,lib/matplotlib/tests/test_axes.py,image comparison (runtime file read),8bf8653a1ba5b3de02370e7c603b61be38d93d63,2013-11-28T21:52:11-08:00,Paul Hobson,REF/TST: split up boxplot function into a calculator (cbook.boxplot_stats) and a drawer (axes.bxp). Existing function now relies on these two functions.,6,Baseline image for visual comparison
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),8159c817bb41dc0c3d86aa909318eb3e55a64d8f,2013-11-09T16:04:33+01:00,pwuertz,Refactor mechanism for saving files. Move all print_ methods to their backends. Manage default format-to-backend mappings in backend_bases. print_figure() can now determine the backend for saving figu,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),5fca7e316e66540de03f1a6ebd00926125dbef47,2013-09-25T11:36:00-05:00,Thomas A Caswell,The `from __future__ ...` line added in #2226 is three charachters too long according to pep8.  This bulk-fixes every file in the library.,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),7a9f2347a3b1c1efaef6e547930661a547c20ef2,2013-09-13T13:22:13-04:00,Michael Droettboom,Fix some six.moves,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),f4adec7b569cfd0b30e0f8367ba8618b9e160f92,2013-08-14T10:18:10-04:00,Michael Droettboom,Use six instead of 2to3,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),4243470a317ac0948e100d2a709e4fc78292d466,2013-07-25T10:58:04-04:00,Chris Beaumont,Remove obsolete NavigationToolbar and projection_factory code,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/dark_background.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,391408928823efa6da45a8b03015d21eaf3d6804,2013-07-22T23:37:08-05:00,Tony S Yu,Change style extension to *.mplstyle,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,391408928823efa6da45a8b03015d21eaf3d6804,2013-07-22T23:37:08-05:00,Tony S Yu,Change style extension to *.mplstyle,6,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/grayscale.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,391408928823efa6da45a8b03015d21eaf3d6804,2013-07-22T23:37:08-05:00,Tony S Yu,Change style extension to *.mplstyle,2,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/dark_background.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,d83a03ce6ca93a151259864fed991363c71a8203,2013-07-21T10:53:16-05:00,Tony S Yu,Rename style files to `*.style`,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,d83a03ce6ca93a151259864fed991363c71a8203,2013-07-21T10:53:16-05:00,Tony S Yu,Rename style files to `*.style`,6,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/grayscale.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,d83a03ce6ca93a151259864fed991363c71a8203,2013-07-21T10:53:16-05:00,Tony S Yu,Rename style files to `*.style`,2,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/dark_background.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,643c74b96459bb26bd1d366241197a646bafb72b,2013-07-21T01:53:58-05:00,Tony S Yu,Add easy style sheet selection.,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,643c74b96459bb26bd1d366241197a646bafb72b,2013-07-21T01:53:58-05:00,Tony S Yu,Add easy style sheet selection.,6,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/grayscale.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,643c74b96459bb26bd1d366241197a646bafb72b,2013-07-21T01:53:58-05:00,Tony S Yu,Add easy style sheet selection.,2,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),3a8d7f0987d8e882e4dc8d2dcea59068e8986365,2013-04-16T18:23:39-07:00,Cimarron Mittelsteadt,Normalize all 'e.g.' instances. Addresses issue #1423.,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),9a305a41d7be618f18f0e47f30f260e060eb1e9c,2013-01-28T12:26:37-08:00,Martin Spacek,Use unicode instead of str,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),424a46f11abe6c6d98405d8365e6e7d2b2c5e1dd,2013-01-22T15:02:51-08:00,Martin Spacek,Implement savefig.directory for tk gui,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),074fca45a061feca8846bb3e8f3bb2f5c4d2b85e,2013-01-22T14:39:42-08:00,Martin Spacek,PEP8,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),7cdd61ff1118113f1857422bf0a218606425657b,2012-12-11T23:16:05-08:00,cgohlke,Fix: positional argument specifiers are required by Python 2.6,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),08fc6a60a33befad43b2160d75b19680d4a04382,2012-09-19T23:59:54-07:00,cgohlke,Hide Tk root window until later,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),cd01d822969038ba6e6663c9f8d4fe57ff6eaaaa,2012-09-19T23:59:54-07:00,cgohlke,Hide Tk root window until later,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),b0807ae6eeff152b1d9c3a10ddca8505e1b7ab03,2012-09-08T10:54:46-10:00,Eric Firing,revert PR #1125 and #1201,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),8bd1d57d5c563c1e65a2f2eeb41e68b47953d541,2012-09-02T14:11:50+01:00,Damon McDougall,Make figure.py backend-agnostic,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),51ffd4bb312575ce202bc82042c7634858b109e1,2012-09-01T21:47:45-10:00,Eric Firing,Remove figure.show monkeypatch from GUI backends.,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/tests/data/mpltest.ttf,lib/matplotlib/tests/test_mathtext.py,font loading (C library),b8cab7293a2db0fc1ff692bd3eda09beb482af17,2012-05-29T23:30:36+03:00,Jouni K. Seppänen,Move test font inside test directory,1,Test font file loaded by FreeType
matplotlib,lib/matplotlib/tests/data/mpltest.ttf,lib/matplotlib/tests/test_mathtext.py,font loading (C library),253d2be79e520a00a8290be7909540ec54d9b4f9,2012-05-29T21:06:37+03:00,Jouni K. Seppänen,Add a test case for ttconv,1,Test font file loaded by FreeType
