repo,dependency_file,affected_test_file,bypass_method,commit_hash,commit_date,commit_author,commit_message,total_commits_to_file,description
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),894473568c58634319dac7094d07e15a37a0877a,2016-01-05T23:09:21-05:00,Elliott Sales de Andrade,DOC: Add correct headings for backend files.,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),894473568c58634319dac7094d07e15a37a0877a,2016-01-05T23:09:21-05:00,Elliott Sales de Andrade,DOC: Add correct headings for backend files.,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,3a5b577b3944f6c4e8e94b68d02eb261240799e5,2016-01-03T11:54:50-05:00,Thomas A Caswell,FIX: remove un-needed quotes,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4c319fc7e68d59a6112f4671e6b190f6c199633c,2015-12-31T09:02:04-10:00,Eric Firing,Merge pull request #5440 from mdboom/blacklist-style-params,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4a0530237a6df7b92ba0aba36d27e634a2eeab55,2015-12-22T13:37:45-05:00,Michael Droettboom,Remove svg.image_noscale rcParam,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,164222a8d89cafa1e4f3d21fdc612811b9b49e2e,2015-12-10T11:36:12-05:00,Thomas A Caswell,Merge pull request #5307 from mdboom/lower-tolerance,69,Style file loaded via package resources
matplotlib,lib/matplotlib/tests/baseline_images/test_axes/bxp_horizontal.png,lib/matplotlib/tests/test_axes.py,image comparison (runtime file read),164222a8d89cafa1e4f3d21fdc612811b9b49e2e,2015-12-10T11:36:12-05:00,Thomas A Caswell,Merge pull request #5307 from mdboom/lower-tolerance,6,Baseline image for visual comparison
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,9617dfef1f377760645b7986d3081cca34aa0805,2015-12-08T13:09:10-05:00,Thomas A Caswell,Merge pull request #5583 from mdboom/padding,69,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),3189476d23264b77a9e99feb1e2986072cc30e11,2015-12-06T07:36:06-08:00,Michael Droettboom,Add script to automatically generate icons,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/tests/baseline_images/test_axes/bxp_horizontal.png,lib/matplotlib/tests/test_axes.py,image comparison (runtime file read),727aacbba55efb053c5b3e22f9f1147dd2467257,2015-12-03T12:32:13-05:00,Michael Droettboom,Update test images,6,Baseline image for visual comparison
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,27adae6af76c11c21830c50ad7b7621c16fbd18f,2015-12-02T17:32:27-05:00,Thomas A Caswell,Merge pull request #5596 from mdboom/no-edges-by-default,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,62df86df21d115b394d351e2fc571658f9cb798d,2015-11-30T14:05:01-05:00,Michael Droettboom,Add _internal.classic_mode rcParam,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,838b541514a04fe43ab95e1056a42cb1c80ee9c6,2015-11-30T14:05:01-05:00,Michael Droettboom,Add _internal.classic_mode rcParam,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,071fc5c38293c9ae91a968be09cae6a197ac79e0,2015-11-20T17:18:42-05:00,Thomas A Caswell,Merge pull request #5526 from phobson/add-bxpparams-to-rctemplate,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2fa840a069fe4ddaa5641d2856ea511aff9722db,2015-11-20T11:13:20-08:00,Paul Hobson,fix boxplot flier linestyle from - to none,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,b063fd114d58604bce58727ddf6eabdf4150e4e2,2015-11-19T13:19:25-05:00,Michael Droettboom,Fix boxplot markerfacecolor problem,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,77099222af59573d9b4794348ff4ad2f2e19e63d,2015-11-17T22:21:53-05:00,Thomas A Caswell,DOC: add missing whatsnew + classic style to #5503,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,10e2af571ff335af4bfe8ab43e7e3e28d42aa24e,2015-11-16T15:56:28-05:00,Benjamin Root,Merge pull request #5437 from mdboom/classic-mode-testing,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,e68d239f144a1ef78424f99fc322fb017a6c6cff,2015-11-12T08:39:17-05:00,Michael Droettboom,Remove blacklisted styles from classic style,69,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),0d817d08e0384b9b7cfd8c1589d6d2c284b8599b,2015-11-08T20:08:04-05:00,Thomas A Caswell,API: forward figure resize to the manager,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),0d817d08e0384b9b7cfd8c1589d6d2c284b8599b,2015-11-08T20:08:04-05:00,Thomas A Caswell,API: forward figure resize to the manager,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,1849626d2047cb4abc2a576fcda792896a0dabe0,2015-11-08T17:22:45-05:00,Thomas A Caswell,DFLT: change formats for AutoDateFormatter,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,41d7e123da84fd7caeb84dbe18d2df48c4752f11,2015-11-08T17:09:54-05:00,Michael Droettboom,"Scale margins to data, plus padding, by default",69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,baa2b6ebeb75db537d7d77f3e098fb12bbfdd7c5,2015-11-08T14:36:31-05:00,Michael Droettboom,Make classic testing work correctly,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/seaborn-v0_8.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4a2a18689794b6f0c6d35c55e4691e36bc47d5f8,2015-11-06T12:41:01-05:00,Michael Droettboom,Merge pull request #5214 from zblz/dejavu-mathtext,1,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4f22401442df1936f42c7b0ab03363d68c395bb8,2015-10-30T14:07:27+01:00,Przemysław Dąbek,fixed typo: antialised => antialiased,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,09ee788e6d48c175961adc72d6afe44469481ec8,2015-10-30T10:47:02-04:00,Benjamin Root,Merge pull request #5357 from szemek/typo-fix,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,bd5f8461714f53a7fd6f673458867aea5fdc716a,2015-10-30T10:47:02-04:00,Benjamin Root,Merge pull request #5357 from szemek/typo-fix,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/seaborn-v0_8.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,d1a2f3bc120d4fd471ecaf1c1a027b1f93fc3e1b,2015-10-08T17:32:03+01:00,Víctor Zabalza,Add DejaVu as default font,1,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,cbb3dc84fdb4e4cedf1d171fbc9bf12790e34489,2015-09-29T21:50:31+02:00,Till Stensitzki,Add tick rcparms (top/bottom and left/right) to control where the ticks are drawn.,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,a636f588ff7d0c14b63831d8c381fe5c4d18ea21,2015-09-24T11:49:03+02:00,Gaute Hope,classic style should not be changed,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,86b7a590a8b2db307de7b67dec9c352a0639dac5,2015-09-24T11:12:11+02:00,Gaute Hope,fix #4854: set default numpoints of legend entries to 1,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,0ebfc969dd07d2f6f7f3bfa5b3f18fec2e69da19,2015-09-24T11:12:11+02:00,Gaute Hope,fix #4854: set default numpoints of legend entries to 1,69,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),ee1946ebc9ea42411a60fb2c7b82158458c508cc,2015-09-10T13:05:42+02:00,Thomas Robitaille,Fix missing call to FigureCanvasBase.resize_event which caused resize_events to not work in MacOSX backend (fix suggested by @mdehoon),146,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2e7b6a5132f08c4d053e74100faf8ca365fa9daa,2015-08-15T18:17:14-04:00,Benjamin Root,Updated styles and templates for prop_cycle,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/bmh.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2e7b6a5132f08c4d053e74100faf8ca365fa9daa,2015-08-15T18:17:14-04:00,Benjamin Root,Updated styles and templates for prop_cycle,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/dark_background.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2e7b6a5132f08c4d053e74100faf8ca365fa9daa,2015-08-15T18:17:14-04:00,Benjamin Root,Updated styles and templates for prop_cycle,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2e7b6a5132f08c4d053e74100faf8ca365fa9daa,2015-08-15T18:17:14-04:00,Benjamin Root,Updated styles and templates for prop_cycle,5,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2e7b6a5132f08c4d053e74100faf8ca365fa9daa,2015-08-15T18:17:14-04:00,Benjamin Root,Updated styles and templates for prop_cycle,6,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/grayscale.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2e7b6a5132f08c4d053e74100faf8ca365fa9daa,2015-08-15T18:17:14-04:00,Benjamin Root,Updated styles and templates for prop_cycle,2,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,8c33113444f208807578d3f948dbc967139fd26e,2015-08-07T13:15:14-04:00,Benjamin Root,Remove path.effects from classic style because it doesn't validate as a list,69,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),addf1eeaf68505f59e621fa2a645ee0200067e44,2015-08-01T01:03:58+09:00,Michiel de Hoon,scale descent back,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),f3e854eb79f11933bf108477a5691b1b66fbb118,2015-07-31T00:00:13+09:00,Michiel de Hoon,Calculate text size and descent correctly,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,68209cf6db4901e39ff48f841f317090e41e4a25,2015-07-28T16:00:18-04:00,Benjamin Root,Getting some more rcparams into the classic mode,69,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),933f48fcd6935a27c9416c0d5a31da4d602e6a12,2015-07-23T18:49:43+09:00,Michiel de Hoon,Return from draw_idle as soon as possible if the redraw has already been scheduled,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),0f726dcb4200316db7c4f3fe2ddc01d8cb9c7ae5,2015-07-17T18:45:58+09:00,Michiel de Hoon,Implement draw_idle,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4ba42f417920d2ac70236c3536f5132073cb7ad6,2015-07-14T15:44:31-04:00,Benjamin Root,Fix some small differences between the encoded defaults and classic.,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,a3edefbc5d6352b6ffdc7c99f45db6513163ef4c,2015-07-12T11:01:03-04:00,Benjamin Root,remove deprecated entry from classic.,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,90e2a10aea5807ca2bfe8091f6a9afca34d97e22,2015-07-11T16:47:09-04:00,Benjamin Root,Creation of the 'classic' matplotlib style,69,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/seaborn-v0_8.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,92b39d594119ba09d008c0a96b9d6fc93df06472,2015-07-04T10:28:25-04:00,Pete Bachant,Split Seaborn style sheets into three,1,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/seaborn-v0_8.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,321689a670e18fae42b9c26a2361c0e19632d0a5,2015-06-30T12:36:34-04:00,Pete Bachant,Add seaborn stylesheet; addresses #4566,1,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),0cfb4fe2411130d1e794f4dce376ba2913ec18ef,2015-06-15T14:58:38-04:00,Benjamin Root,Get rid of annoying border for Tk Canvases,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/tests/data/cmr10.pfb,lib/matplotlib/tests/test_type1font.py,font loading (C library),f6d6c7ad9044168688ed5287572aa97744588e4d,2015-06-14T15:17:58+03:00,Jouni K. Seppänen,Add test for type1font.py,1,Type1 font file loaded by FreeType
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),6bfaada73f5c19b89ea40ae2d3a5cf60fa79abd6,2015-06-07T22:48:21-04:00,Thomas A Caswell,FIX: call draw idle on auto-show,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),6bfaada73f5c19b89ea40ae2d3a5cf60fa79abd6,2015-06-07T22:48:21-04:00,Thomas A Caswell,FIX: call draw idle on auto-show,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),8fe495a705153bdb7a224f58c02d54272c321094,2015-06-07T13:17:04-07:00,Matthew Brett,ENH: ship six 1.9.0,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),8fe495a705153bdb7a224f58c02d54272c321094,2015-06-07T13:17:04-07:00,Matthew Brett,ENH: ship six 1.9.0,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),46f2d5381e2ada5d38328bf1a6e22f422b13bd57,2015-05-27T08:56:20+09:00,Michiel de Hoon,"Using Cocoa when available, using the older Carbon API otherwise.",146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),5eae4e12c657616e007c1ef4336a01f695cf3a43,2015-04-07T12:12:55-04:00,Federico Ariza,matplotlib.rcParams['toolbar'] == 'None' starts toolmanager but not toolbar,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),def3a5227706818d546ed25b2f2651031bb55145,2015-04-07T06:35:49-04:00,Federico Ariza,"rename 2 -> to, example without gtk only code",239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),f09b9ef7c4af22c66bcf8edf9d28ee7577b742d1,2015-04-03T15:36:42-04:00,Federico Ariza,import with original name backend_tools,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),aac4744aab88f1ac770f8c6c847b1edcea313ae2,2015-04-03T15:28:29-04:00,Federico Ariza,remove comments and docstrings,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),48a6971def9757fea339458af884b552239bbea9,2015-04-02T15:08:18-04:00,Federico Ariza,tkagg updated for toolmanager and tool groups,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),a7640efbdb6cac5ce51b565a532411df221c5943,2015-04-02T14:37:43-04:00,Federico Ariza,rename navigation to toolmanager,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),73a26612def9a9240c1bd5eea759e6c074fd9b3d,2015-04-01T10:40:15-04:00,Federico Ariza,add_tools moved out of base classes,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),64f947ff23f276210eddf5920185db9e41b54cd6,2015-03-31T19:18:29-04:00,Federico Ariza,tkbackend updated,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),b9da9e5c189feb47d45d7bdb37047c8654d3df60,2015-03-17T10:45:07+01:00,ffteja,multiple canvas support,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,c90469b913982ee83e48036c68a39d1884d84a3f,2015-03-13T21:27:19-04:00,Thomas A Caswell,"Revert ""Merge pull request #3792 from mrkrd/master""",6,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),750d1b6b9fccfba142ca8257a211d282267b1abe,2015-01-29T14:28:42-08:00,Stephen Horst,Comments removed,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),5cf5b23d7bb37f5e52d5aa29aa58199b625c87bb,2015-01-29T08:50:17-08:00,Stephen Horst,Propose removing minimum window size limit in tkAgg backend,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),b344ab8fbdf7339035ab890d925af6d028625a24,2015-01-28T13:21:35-08:00,Stephen Horst,Attempting to resize when toolbar has been turned off causes an unhandled exception,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,bd6cf8ec1a5a139223960c1a83911b861ecbe07f,2014-11-13T22:59:51+01:00,Marek Rudnicki,Tweak legend colors in ggplot style file.,6,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,ef80b703f8b78bdd5ff30ad23874c92db91b607f,2014-11-01T18:40:33+02:00,Yuval Langer,"`eg` (without a comma) to `e.g.,`",6,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),f4e9c6cf04322e3cf5e90d824c2b66dd2b73c298,2014-10-17T13:54:40-04:00,switham,class foo: => class foo(object):,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),6739ee03d23dd70200c691f0f19c464ad55bf515,2014-09-03T10:43:32-04:00,Federico Ariza,removing persistent tools,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/bmh.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4ff936e7828cbf3409d881b91c5bf5eaa11bbd8b,2014-08-20T15:58:27-10:00,Eric Firing,Merge pull request #3390 from cgohlke/move_stylelib,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/dark_background.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4ff936e7828cbf3409d881b91c5bf5eaa11bbd8b,2014-08-20T15:58:27-10:00,Eric Firing,Merge pull request #3390 from cgohlke/move_stylelib,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4ff936e7828cbf3409d881b91c5bf5eaa11bbd8b,2014-08-20T15:58:27-10:00,Eric Firing,Merge pull request #3390 from cgohlke/move_stylelib,5,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4ff936e7828cbf3409d881b91c5bf5eaa11bbd8b,2014-08-20T15:58:27-10:00,Eric Firing,Merge pull request #3390 from cgohlke/move_stylelib,6,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/grayscale.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,4ff936e7828cbf3409d881b91c5bf5eaa11bbd8b,2014-08-20T15:58:27-10:00,Eric Firing,Merge pull request #3390 from cgohlke/move_stylelib,2,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/bmh.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,f27b1809908f6c0240ec1a9462f228a72091a74e,2014-08-20T15:18:21-07:00,Christoph Gohlke,Move stylelib to mpl-data,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/dark_background.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,f27b1809908f6c0240ec1a9462f228a72091a74e,2014-08-20T15:18:21-07:00,Christoph Gohlke,Move stylelib to mpl-data,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,f27b1809908f6c0240ec1a9462f228a72091a74e,2014-08-20T15:18:21-07:00,Christoph Gohlke,Move stylelib to mpl-data,5,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/ggplot.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,f27b1809908f6c0240ec1a9462f228a72091a74e,2014-08-20T15:18:21-07:00,Christoph Gohlke,Move stylelib to mpl-data,6,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/grayscale.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,f27b1809908f6c0240ec1a9462f228a72091a74e,2014-08-20T15:18:21-07:00,Christoph Gohlke,Move stylelib to mpl-data,2,Style file loaded via package resources
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),ffa65d61f961295dac81ece323726f120beea273,2014-07-29T19:10:55+02:00,Ocean Wolf,Temporary fix to backends,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),67257e72f92a29586fb2cde72c6fe35b2782b708,2014-07-29T16:06:38+02:00,Ocean Wolf,Moved default_tool initilisation to FigureManagerBase and cleaned.,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),224f745020e944d1a442866a6fc6cabec8244a99,2014-07-25T10:59:04-04:00,Federico Ariza,bug when navigation was not defined,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),cafe668d41d8c09053f9817225925d202c6b95f1,2014-07-25T10:31:03-04:00,Federico Ariza,The views positions mixin automatically adds the clear as axobserver,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),2c9a1951e59afbf7d1f164688c2133d586593f85,2014-07-24T16:52:25-04:00,Federico Ariza,moving views and positions to tools,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_tkagg.py,lib/matplotlib/tests/test_backend_tk.py,subprocess (subprocess_run_helper),3467f51531d89f3cf10d7a19639acd5e6536be7a,2014-07-12T16:00:00-05:00,pelson,Fixed backend workflow.,239,Backend code executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2fba9871c304f8cfcad103e5b774843102a9bc36,2014-07-06T18:10:42-04:00,Cameron Davidson-Pilon,add plotting examples,5,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/bmh.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,c2a5f5e2e755788cc39e7f0af8b26d10995d93b5,2014-07-06T10:23:12-04:00,Cameron Davidson-Pilon,"remove dpi/figsize settings, rename to fivethirtyeight",4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,c2a5f5e2e755788cc39e7f0af8b26d10995d93b5,2014-07-06T10:23:12-04:00,Cameron Davidson-Pilon,"remove dpi/figsize settings, rename to fivethirtyeight",5,Style file loaded via package resources
